"bug.id","temp.avg","temp.var","treatment","mass.3","mass.4","mass.5","mass.wand","mass.48em","num.ovp","suc.ovp","instar.em","bled.em","num.em","num.coc","num.fail.spin","num.ecl","num.unem","load","date.laid.j","date.hatch.j","date.died.j","date.3.j","date.4.j","date.5.j","date.wand.j","date.ovp.j","date.em.j","date.ecl.j","waspdev.tot","waspdev.int","stsp.llsurv","stsp.pupsurv","tot.elsurv","tot.llsurv","tot.surv","timeto3","timeto4","timeto5","int3","ttwand","ttem","date.coll.j","coll.loc","pop","diet","end","int5","use","int4","ttend","mass.end"
"28.0_c_6","28","0","control",40.61,162.24,6160.3,9772.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,72,74,80,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,13,2,15,NA,NA,NA,"lab","col",82,2,1,6,15,9772.58
"28.0_c_16","28","0","control",43.64,327.12,2615.15,10929.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,72,75,78,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,11,3,15,NA,NA,NA,"lab","col",82,4,1,3,15,10929.36
"28.0_c_21","28","0","control",55.33,184.78,4805.1,9226.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,72,74,80,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,13,2,15,NA,NA,NA,"lab","col",82,2,1,6,15,9226.09
"28.0_c_31","28","0","control",58.16,223.03,3284.45,8317.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,73,76,80,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,13,3,16,NA,NA,NA,"lab","col",83,3,1,4,16,8317.57
"28.0_c_32","28","0","control",66.23,215.3,2354.8,9444.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,73,76,80,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,13,3,17,NA,NA,NA,"lab","col",84,4,1,4,17,9444.83
"28.0_c_33","28","0","control",65.13,196.81,1954.38,9552.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,73,75,79,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,12,2,16,NA,NA,NA,"lab","col",83,4,1,4,16,9552.97
"28.0_c_34","28","0","control",59.64,309.65,2115.4,7709.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,73,76,80,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,13,3,18,NA,NA,NA,"lab","col",85,5,1,4,18,7709.42
"28.0_c_35","28","0","control",83.62,211.24,2725.5,9170.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,73,75,79,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,12,2,15,NA,NA,NA,"lab","col",82,3,1,4,15,9170.81
"28.0_c_36","28","0","control",59.59,250.32,1900.23,8202.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,73,76,79,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,12,3,16,NA,NA,NA,"lab","col",83,4,1,3,16,8202.33
"28.0_c_38","28","0","control",63.31,253.45,3247.54,10148.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,73,75,79,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,12,2,15,NA,NA,NA,"lab","col",82,3,1,4,15,10148.42
"28.0_c_40","28","0","control",57.24,166.75,1603.86,9857.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,73,75,79,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,12,2,16,NA,NA,NA,"lab","col",83,4,1,4,16,9857.74
"28.0_c_41","28","0","control",91.18,177.29,3084.68,9430.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,73,75,79,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,12,2,16,NA,NA,NA,"lab","col",83,4,1,4,16,9430.79
"28.0_c_43","28","0","control",58.31,143.52,1229.11,6953.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,73,75,79,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,12,2,16,NA,NA,NA,"lab","col",83,4,1,4,16,6953.82
"28.0_c_45","28","0","control",63.21,170.35,3063.38,7884.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,73,76,80,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,13,3,16,NA,NA,NA,"lab","col",83,3,1,4,16,7884.55
"28.0_c_46","28","0","control",65.36,585.02,NA,10232.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,73,76,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,NA,3,15,NA,NA,NA,"lab","col",82,NA,1,NA,15,10232.71
"28.0_c_47","28","0","control",183.03,223.11,2444.34,8689.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,74,75,79,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,12,1,15,NA,NA,NA,"lab","col",82,3,1,4,15,8689.15
"28.0_c_69","28","0","control",257.44,261.57,3380.12,10633.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,NA,74,75,79,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,12,1,15,NA,NA,NA,"lab","col",82,3,1,4,15,10633.28
"28.0_c_72","28","0","control",52.58,198.78,2807.09,7045.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,83,85,89,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,15,NA,NA,NA,"lab","col",93,4,1,4,15,7045.39
"28.0_c_73","28","0","control",55.33,234.96,2781.99,6584.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,83,85,89,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,15,NA,NA,NA,"lab","col",93,4,1,4,15,6584.77
"28.0_c_77","28","0","control",35.33,200.35,1945.63,6118.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,84,87,91,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,13,3,18,NA,NA,NA,"lab","col",96,5,1,4,18,6118.4
"28.0_c_82","28","0","control",99.03,359.19,2390.94,6328.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,84,86,89,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,11,2,15,NA,NA,NA,"lab","col",93,4,1,3,15,6328.64
"28.0_c_83","28","0","control",122.09,413.54,2369.69,4652.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,84,86,89,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,11,2,18,NA,NA,NA,"lab","col",96,7,1,3,18,4652.9
"28.0_c_84","28","0","control",77.74,204.83,1547.65,4974.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,84,86,90,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,12,2,18,NA,NA,NA,"lab","col",96,6,1,4,18,4974.2
"28.0_c_85","28","0","control",63.29,257.28,2314.98,6830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,84,86,90,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,12,2,18,NA,NA,NA,"lab","col",96,6,1,4,18,6830
"28.0_c_86","28","0","control",82.44,331.23,1608.79,7981.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,84,86,89,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,11,2,18,NA,NA,NA,"lab","col",96,7,1,3,18,7981.7
"28.0_c_87","28","0","control",84.01,308.79,1799.6,6548.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,84,86,89,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,11,2,16,NA,NA,NA,"lab","col",94,5,1,3,16,6548.89
"28.0_c_88","28","0","control",91.19,363.17,2757.88,10475.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,114,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,10,2,14,NA,NA,NA,"lab","col",118,4,1,3,14,10475.72
"28.0_c_89","28","0","control",82.32,290.63,2344.12,9244.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,114,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,10,2,13,NA,NA,NA,"lab","col",117,3,1,3,13,9244.37
"28.0_c_90","28","0","control",110.03,288.25,3093.15,9580.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,115,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,14,NA,NA,NA,"lab","col",118,3,1,4,14,9580.79
"28.0_c_91","28","0","control",80.47,275.9,3005.64,11755.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,115,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,15,NA,NA,NA,"lab","col",119,4,1,4,15,11755.59
"28.0_c_92","28","0","control",79.58,260.36,3338.87,10232.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,115,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,14,NA,NA,NA,"lab","col",118,3,1,4,14,10232.66
"28.10_c_15","28","10","control",43.5,305,915.83,5863.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,73,NA,79,83,88,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,15,4,22,NA,NA,NA,"lab","col",95,7,1,5,22,5863.89
"28.10_c_18","28","10","control",82.03,309.18,868.23,5882.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,84,87,91,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,13,3,21,NA,NA,NA,"lab","col",99,8,1,4,21,5882.13
"28.10_c_19","28","10","control",113.98,173.1,1477.12,8189.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,84,86,91,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,13,2,19,NA,NA,NA,"lab","col",97,6,1,5,19,8189.69
"28.10_c_20","28","10","control",74.32,217.01,998.59,6192.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,84,87,91,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,13,3,18,NA,NA,NA,"lab","col",96,5,1,4,18,6192.1
"28.10_c_22","28","10","control",77.88,220.92,1084.93,6553.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,85,88,92,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,14,3,20,NA,NA,NA,"lab","col",98,6,1,4,20,6553.23
"28.10_c_23","28","10","control",56.75,187.25,1259.62,8591.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,78,NA,85,88,97,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,19,3,24,NA,NA,NA,"lab","col",102,5,1,9,24,8591.47
"28.10_c_25","28","10","control",37.76,349.14,1003.49,7568.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,88,NA,94,98,101,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,13,4,18,NA,NA,NA,"lab","col",106,5,1,3,18,7568.71
"28.10_c_26","28","10","control",94.01,689.6,1143.33,9506.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,88,NA,95,98,101,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,13,3,18,NA,NA,NA,"lab","col",106,5,1,3,18,9506.4
"28.10_c_29","28","10","control",128.16,147.86,817.96,5170.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,73,NA,80,83,92,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,19,3,26,NA,NA,NA,"lab","col",99,7,1,9,26,5170.47
"28.10_c_35","28","10","control",35.46,264.61,1026.77,6799.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,73,NA,80,91,95,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,18,22,11,29,NA,NA,NA,"lab","col",102,7,1,4,29,6799.43
"28.10_c_39","28","10","control",28.22,400.89,1085.04,7868.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,94,NA,98,102,106,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,12,4,18,NA,NA,NA,"lab","col",112,6,1,4,18,7868.77
"28.10_c_40","28","10","control",23.54,270.61,591.97,6545.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,94,NA,98,102,106,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,12,4,18,NA,NA,NA,"lab","col",112,6,1,4,18,6545.47
"28.10_c_52","28","10","control",182.57,174.96,1309.71,8694.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,99,NA,105,106,110,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,11,1,16,NA,NA,NA,"lab","col",115,5,1,4,16,8694.71
"28.10_c_56","28","10","control",92.42,319.05,1193.78,8532.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,99,NA,105,108,111,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,12,3,18,NA,NA,NA,"lab","col",117,6,1,3,18,8532.07
"28.10_c_63","28","10","control",94.66,217.96,1551.46,7047.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,115,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,18,NA,NA,NA,"lab","col",122,7,1,4,18,7047.88
"28.10_c_64","28","10","control",101.48,158.49,931.62,7005.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,115,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,17,NA,NA,NA,"lab","col",121,6,1,4,17,7005.66
"28.10_c_65","28","10","control",153.65,332.42,1790.09,9689.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,115,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,16,NA,NA,NA,"lab","col",120,5,1,4,16,9689.73
"28.10_c_66","28","10","control",87.21,197.32,1077.43,7872.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,115,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,16,NA,NA,NA,"lab","col",120,5,1,4,16,7872.19
"28.10_c_67","28","10","control",114.21,256.34,1424.28,7635.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,115,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,17,NA,NA,NA,"lab","col",121,6,1,4,17,7635.83
"28.10_c_68","28","10","control",81.06,183.43,1448.53,8780.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,115,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,17,NA,NA,NA,"lab","col",121,6,1,4,17,8780.27
"28.10_c_69","28","10","control",77.32,171.49,1525.79,4387.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,116,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,12,2,27,NA,NA,NA,"lab","col",131,15,1,5,27,4387.53
"28.10_c_70","28","10","control",120.18,236.85,1064.3,8148.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,115,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,16,NA,NA,NA,"lab","col",120,5,1,4,16,8148.7
"28.10_c_71","28","10","control",109.07,221.06,1664.21,10166.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,115,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,17,NA,NA,NA,"lab","col",121,6,1,4,17,10166.67
"28.10_c_72","28","10","control",82.56,223.3,1315.41,6776.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,111,115,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,11,2,17,NA,NA,NA,"lab","col",121,6,1,4,17,6776.14
"28.10_c_77","28","10","control",80.55,368.61,1770.77,7160.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,112,116,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,3,19,NA,NA,NA,"lab","col",123,7,1,4,19,7160.73
"28.10_c_78","28","10","control",72.7,379.96,1398,7523.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,104,NA,109,112,115,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,11,3,16,NA,NA,NA,"lab","col",120,5,1,3,16,7523.83
"25.0_c_1","25","0","control",51.95,276.05,1758.59,10025.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,157,160,164,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,11,3,16,NA,NA,NA,"lab","col",169,5,1,4,16,10025.17
"25.0_c_2","25","0","control",51.09,416.44,2958.83,10221.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,157,160,164,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,11,3,15,NA,NA,NA,"lab","col",168,4,1,4,15,10221.5
"25.0_c_3","25","0","control",30.76,215.95,1714.33,10803.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,158,162,166,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,13,4,18,NA,NA,NA,"lab","col",171,5,1,4,18,10803.67
"25.0_c_4","25","0","control",64.01,220.7,1758.21,10257.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,158,162,166,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,13,4,17,NA,NA,NA,"lab","col",170,4,1,4,17,10257.21
"25.0_c_5","25","0","control",45.53,187.19,1318.81,9484.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,158,162,166,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,13,4,18,NA,NA,NA,"lab","col",171,5,1,4,18,9484.67
"25.0_c_6","25","0","control",59.8,253.57,2484.48,12858.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,158,161,165,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,3,16,NA,NA,NA,"lab","col",169,4,1,4,16,12858.08
"25.0_c_7","25","0","control",49.79,292.19,2707.97,11114.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,158,161,165,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,3,16,NA,NA,NA,"lab","col",169,4,1,4,16,11114.24
"25.0_c_8","25","0","control",83.61,480.03,1812.22,10309.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,158,161,164,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,11,3,16,NA,NA,NA,"lab","col",169,5,1,3,16,10309.45
"25.0_c_9","25","0","control",56.76,425.18,2729.26,10720.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,158,161,165,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,3,16,NA,NA,NA,"lab","col",169,4,1,4,16,10720.15
"25.0_c_10","25","0","control",77.4,509.87,1945.77,11171.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,158,161,164,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,11,3,15,NA,NA,NA,"lab","col",168,4,1,3,15,11171.53
"25.0_c_12","25","0","control",89.02,416.85,2199.11,10922.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,158,161,165,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,3,16,NA,NA,NA,"lab","col",169,4,1,4,16,10922.71
"25.0_c_13","25","0","control",48.34,298.07,2806.96,11240.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,158,161,165,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,13,3,17,NA,NA,NA,"lab","col",169,4,1,4,17,11240.25
"25.0_c_14","25","0","control",55.58,266.5,2930.61,12015.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,159,162,166,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,13,3,17,NA,NA,NA,"lab","col",170,4,1,4,17,12015.1
"25.0_c_15","25","0","control",53.06,603.02,1892.56,11161.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,159,164,167,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,14,5,18,NA,NA,NA,"lab","col",171,4,1,3,18,11161.43
"25.0_c_16","25","0","control",75.96,305.71,2517.37,10825.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,159,162,166,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,13,3,17,NA,NA,NA,"lab","col",170,4,1,4,17,10825.62
"25.0_c_18","25","0","control",52.35,741.61,1161.1,8545.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,159,164,167,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,14,5,19,NA,NA,NA,"lab","col",172,5,1,3,19,8545.22
"25.0_c_19","25","0","control",43.42,212.59,1679.11,10618.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,159,164,168,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,14,5,19,NA,NA,NA,"lab","col",173,5,1,4,19,10618.34
"25.0_c_20","25","0","control",55.58,367.92,1798.02,9994.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,159,162,165,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,11,3,15,NA,NA,NA,"lab","col",169,4,1,3,15,9994.78
"25.0_c_21","25","0","control",69.54,346.41,2054.92,10805.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,159,162,166,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,3,16,NA,NA,NA,"lab","col",170,4,1,4,16,10805.86
"25.0_c_22","25","0","control",47.41,182.33,1697.31,11081.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,159,162,166,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,3,16,NA,NA,NA,"lab","col",170,4,1,4,16,11081.77
"25.0_c_23","25","0","control",77.65,308.28,2207.51,9845.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,159,162,166,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,3,16,NA,NA,NA,"lab","col",170,4,1,4,16,9845.56
"25.0_c_24","25","0","control",33.37,315.11,2889.55,13378.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,159,163,167,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,13,4,17,NA,NA,NA,"lab","col",171,4,1,4,17,13378.54
"25.0_c_25","25","0","control",74.47,365.29,2210.19,11594.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,159,163,167,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,14,4,19,NA,NA,NA,"lab","col",172,5,1,4,19,11594.43
"25.0_c_27","25","0","control",52.64,319.19,1518.17,11681.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,159,163,167,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,14,4,19,NA,NA,NA,"lab","col",172,5,1,4,19,11681.52
"25.0_c_28","25","0","control",67.98,238.46,1709.19,10711.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,160,162,167,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,13,2,17,NA,NA,NA,"lab","col",171,4,1,5,17,10711.63
"25.0_c_29","25","0","control",40.2,267.95,2608.1,12331.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,163,166,170,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,3,16,NA,NA,NA,"lab","col",174,4,1,4,16,12331.63
"25.0_c_30","25","0","control",65.75,430.28,2903.73,10966.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,163,166,170,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,3,15,NA,NA,NA,"lab","col",173,3,1,4,15,10966.82
"25.0_c_31","25","0","control",67.14,303.72,2108.95,10360.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,163,168,172,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,14,5,18,NA,NA,NA,"lab","col",176,4,1,4,18,10360.05
"25.0_c_32","25","0","control",58.64,540.76,2492.98,12902.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,163,167,170,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,12,4,16,NA,NA,NA,"lab","col",174,4,1,3,16,12902.61
"25.0_c_33","25","0","control",67.15,474.51,2376.12,10534.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,163,166,169,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,11,3,15,NA,NA,NA,"lab","col",173,4,1,3,15,10534.4
"25.0_c_34","25","0","control",49.4,216.93,1981.7,11838.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,163,166,170,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,3,16,NA,NA,NA,"lab","col",174,4,1,4,16,11838.88
"25.0_c_35","25","0","control",52.61,309.68,2681.53,10897.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,163,166,170,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,12,3,16,NA,NA,NA,"lab","col",174,4,1,4,16,10897.76
"25.0_c_36","25","0","control",67.85,464.89,2145.46,10076.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,163,166,169,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,11,3,15,NA,NA,NA,"lab","col",173,4,1,3,15,10076.23
